charge_date,vendor,amount,currency,invoice_no,subject,messageId,threadId,threadUrl,source,notes
2025-11-17,Bolt,2.65,EUR,,Your Bolt Drive ride with VW T-Cross on Monday,19a9288b349de577,19a9288b349de577,https://mail.google.com/mail/u/0/#inbox/19a9288b349de577,receipts@bolt.eu,Parsed total from email body
2025-11-18,Bolt,2.89,EUR,LV1325-1530013,Your Bolt Drive ride with VW T-Cross on Tuesday,19a9652ebd7e1032,19a9652ebd7e1032,https://mail.google.com/mail/u/0/#inbox/19a9652ebd7e1032,receipts@bolt.eu,Parsed total from email body; invoice link present
2025-11-18,Bolt,3.3,EUR,LV1325-1530865,Your Bolt Drive ride with VW T-Cross on Tuesday,19a97099ad7c88c2,19a9652ebd7e1032,https://mail.google.com/mail/u/0/#inbox/19a9652ebd7e1032,receipts@bolt.eu,Total charged parsed from email body
2025-11-18,Apple,0.99,EUR,784051112133,Your invoice from Apple.,19a98e1135087118,19a98e1135087118,https://mail.google.com/mail/u/0/#inbox/19a98e1135087118,no_reply@email.apple.com,Parsed total and invoice no from email
2025-11-19,Carguru,12.12,EUR,19112261132,Your Carguru trip,19a9d8bea76f1327,19a9b00b13b96a9c,https://mail.google.com/mail/u/0/#inbox/19a9b00b13b96a9c,noreply@carguru.lv,Parsed from PDF OCR
2025-11-20,Bolt,6.27,EUR,LV1325-1540452,Your Bolt Drive ride with Toyota Yaris Cross on Thursday,19aa01f917738d7f,19aa01f917738d7f,https://mail.google.com/mail/u/0/#inbox/19aa01f917738d7f,receipts@bolt.eu,"Total charged 6,27 € extracted; invoice LV1325-1540452"
2025-11-20,Bolt,2.55,EUR,,Your Bolt Drive ride with Toyota Yaris Cross on Thursday,19aa2353913fb92d,19aa01f917738d7f,https://mail.google.com/mail/u/0/#inbox/19aa01f917738d7f,receipts@bolt.eu,Parsed total from email (Total charged).
2025-11-21,Carguru,3.39,EUR,21112262438,Your Carguru trip,19aa561adadc6857,19aa561adadc6857,https://mail.google.com/mail/u/0/#inbox/19aa561adadc6857,noreply@carguru.lv,Parsed from PDF OCR
2025-11-21,Bolt,3.1,EUR,LV1325-1550772,Your Bolt Drive ride with Toyota Yaris Cross on Friday,19aa7894972639ab,19aa7894972639ab,https://mail.google.com/mail/u/0/#inbox/19aa7894972639ab,receipts@bolt.eu,Total charged found in email; invoice LV1325-1550772
2025-11-21,Amazon,248.98,EUR,303-1351558-3124332,Dispatched: ‘Clinique - Care & Make Up...’,19aa84c4c4218cd6,19aa84c4c4218cd6,https://mail.google.com/mail/u/0/#inbox/19aa84c4c4218cd6,versandbestaetigung@amazon.de,Dispatched order; total parsed from email; used internalDate as charge_date
2025-11-22,Apple,0.99,EUR,812052680289,Your invoice from Apple.,19aabd922f31dc51,19aabaf1bf421ba7,https://mail.google.com/mail/u/0/#inbox/19aabaf1bf421ba7,no_reply@email.apple.com,Parsed total from email body
2025-11-23,n8n,29.04,EUR,74546241-151026847,Your n8n receipt,19aae82850fd11ac,19aae82850fd11ac,https://mail.google.com/mail/u/0/#inbox/19aae82850fd11ac,help@paddle.com,Subscription receipt via Paddle; Receipt # 74546241-151026847
2025-11-24,CityBee,2.99,EUR,5635253,"CityBee trip on 2025 November 24, 5635253",19ab4c7cb51cb2a6,19ab4c7cb51cb2a6,https://mail.google.com/mail/u/0/#inbox/19ab4c7cb51cb2a6,info@citybee.lv,Parsed total from email; trip receipt
2025-11-25,Bolt,2.55,EUR,LV1325-1568079,Your Bolt Drive ride with Audi A3 Sedan on Tuesday,19ab9b4aa8644e3a,19ab9b4aa8644e3a,https://mail.google.com/mail/u/0/#inbox/19ab9b4aa8644e3a,receipts@bolt.eu,Total charged parsed from email
2025-11-25,Bolt,2.55,EUR,LV1325-1572293,Your Bolt Drive ride with Peugeot 2008 on Tuesday,19abc3a22cf83e3d,19abc3a22cf83e3d,https://mail.google.com/mail/u/0/#inbox/19abc3a22cf83e3d,receipts@bolt.eu,Total charged found in email; PDF invoice available.
2025-11-26,Bolt,4.88,EUR,LV1325-1574149,Your Bolt Drive ride with Peugeot 2008 on Wednesday,19abf103b66514d3,19abf103b66514d3,https://mail.google.com/mail/u/0/#inbox/19abf103b66514d3,receipts@bolt.eu,Total parsed from email; invoice id from PDF link
2025-11-26,Bolt,4.21,EUR,LV1325-1578019,Your Bolt Drive ride with VW Tiguan on Wednesday,19ac155209ebf9ec,19ac155209ebf9ec,https://mail.google.com/mail/u/0/#inbox/19ac155209ebf9ec,receipts@bolt.eu,Total charged parsed from email; PDF invoice link present
2025-11-27,Bolt,5.97,EUR,LV1325-1580098,Your Bolt Drive ride with VW Tiguan on Thursday,19ac443346cfaf2a,19ac443346cfaf2a,https://mail.google.com/mail/u/0/#inbox/19ac443346cfaf2a,receipts@bolt.eu,Total charged parsed from email; invoice PDF link present
2025-11-27,Bolt,3.66,EUR,LV1325-1583759,Your Bolt Drive ride with Peugeot 2008 on Thursday,19ac663b127a4e8b,19ac663b127a4e8b,https://mail.google.com/mail/u/0/#inbox/19ac663b127a4e8b,receipts@bolt.eu,Total charged in email; Apple Pay
2025-11-27,,1.01,EUR,,Par izmaiņām Jūsu Go3 pakalpojumos [MailId:78043230],19ac6b6c0df0f7e2,19ac6b6c0df0f7e2,https://mail.google.com/mail/u/0/#inbox/19ac6b6c0df0f7e2,erekins@bite.lv,Parsed from PDF OCR
2025-11-28,CityBee,2.99,EUR,5647162,"CityBee trip on 2025 November 28, 5647162",19ac968440e0b8cf,19ac968440e0b8cf,https://mail.google.com/mail/u/0/#inbox/19ac968440e0b8cf,info@citybee.lv,Total parsed from email body
2025-11-28,OpenAI,6.05,USD,,Your OpenAI API account has been funded,19acad9ba5204f25,19acad9ba5204f25,https://mail.google.com/mail/u/0/#inbox/19acad9ba5204f25,billing@tm1.openai.com,Charged to credit card ending 2308 to fund API credits
2025-11-30,Apple,22.99,EUR,660056287769,Your invoice from Apple.,19ad688f2384da53,19ad688f2384da53,https://mail.google.com/mail/u/0/#inbox/19ad688f2384da53,no_reply@email.apple.com,ChatGPT Plus subscription; VAT 21%
2025-12-01,Carguru,4.03,EUR,1122272093,Your Carguru trip,19ad8c5a212d74e0,19ad8c5a212d74e0,https://mail.google.com/mail/u/0/#inbox/19ad8c5a212d74e0,noreply@carguru.lv,Parsed from PDF OCR
2025-12-01,Fever,64.04,EUR,,Jūsu biļetes uz Candlelight: Coldplay un Imagine Dragons,19ad9430121819dc,19ad9430121819dc,https://mail.google.com/mail/u/0/#inbox/19ad9430121819dc,hello@feverup.com,Ticket confirmation — total extracted from order summary
2025-12-01,Apple,2.99,EUR,668056780378,Your invoice from Apple.,19ada1e4ca2f1bd5,19ada1bfc9d32add,https://mail.google.com/mail/u/0/#inbox/19ada1bfc9d32add,no_reply@email.apple.com,iCloud+ 200 GB monthly renewal
2025-12-01,Apple,3.99,EUR,718056870635,Your invoice from Apple.,19adad0671e3fa70,19ada1bfc9d32add,https://mail.google.com/mail/u/0/#inbox/19ada1bfc9d32add,no_reply@email.apple.com,Parsed total from email body
2025-12-01,Carguru,4.35,EUR,1122273403,Your Carguru trip,19adb00282e0fc37,19ad8c5a212d74e0,https://mail.google.com/mail/u/0/#inbox/19ad8c5a212d74e0,noreply@carguru.lv,Parsed from PDF OCR
2025-12-01,StackBlitz,25,USD,VP6DY6ZZ-0002,"Your receipt from StackBlitz, Inc. #2885-5932",19adc2b91fdaafe6,19adc2b91fdaafe6,https://mail.google.com/mail/u/0/#inbox/19adc2b91fdaafe6,invoice+statements+acct_1EPydaAHwgQ34jlN@stripe.com,"Receipt email. Paid on December 1, 2025."
,Google Invoice,,EUR,Account,Google Cloud Platform & APIs: Your invoice is available for 0120FA-84C9BC-6B6C27,19add89c740ed7cc,19add89c740ed7cc,https://mail.google.com/mail/u/0/#inbox/19add89c740ed7cc,payments-noreply@google.com,Parsed from PDF OCR
2025-12-02,Arlo,12.99,EUR,VFAG00000010428023,Your invoice from Arlo,19ade0c32626b166,19ade0c32626b166,https://mail.google.com/mail/u/0/#inbox/19ade0c32626b166,noreply@arlo.com,Parsed total and invoice from email body
2025-12-02,Bolt,2.55,EUR,LV1325-1611016,Your Bolt Drive ride with Toyota Yaris Cross on Tuesday,19ae03d0daf14bde,19ae03d0daf14bde,https://mail.google.com/mail/u/0/#inbox/19ae03d0daf14bde,receipts@bolt.eu,Total charged parsed from email body
2025-12-03,Bolt,5.08,EUR,LV1325-1612742,Your Bolt Drive ride with Toyota Yaris Cross on Wednesday,19ae30f108ac6a41,19ae30f108ac6a41,https://mail.google.com/mail/u/0/#inbox/19ae30f108ac6a41,receipts@bolt.eu,Total charged parsed from email
2025-12-09,Apple,3.99,EUR,,Your Subscription is Expiring,19ae3f7a4ed6f357,19ae3f7a4ed6f357,https://mail.google.com/mail/u/0/#inbox/19ae3f7a4ed6f357,no_reply@email.apple.com,"Subscription expiring; €3,99/month; expires 2025-12-09"
2025-12-03,Bolt,10.43,EUR,LV1325-1614910,Your Bolt Drive ride with VW T-Cross on Wednesday,19ae4772599f529a,19ae4772599f529a,https://mail.google.com/mail/u/0/#inbox/19ae4772599f529a,receipts@bolt.eu,Total charged parsed from email
2025-12-03,CityBee,2.99,EUR,5662663,"CityBee trip on 2025 December 03, 5662663",19ae54d6a7a9ed82,19ae54d6a7a9ed82,https://mail.google.com/mail/u/0/#inbox/19ae54d6a7a9ed82,info@citybee.lv,Trip receipt - total parsed from email body
2025-12-03,Bolt,4.84,EUR,LV1325-1616589,Your Bolt Drive ride with Peugeot 2008 on Wednesday,19ae560c6e5b5924,19ae560c6e5b5924,https://mail.google.com/mail/u/0/#inbox/19ae560c6e5b5924,receipts@bolt.eu,Total parsed from email body; PDF invoice link present.
2025-12-04,Bolt,7.1,EUR,LV1325-1618055,Your Bolt Drive ride with Peugeot 2008 on Thursday,19ae80686157f61f,19ae80686157f61f,https://mail.google.com/mail/u/0/#inbox/19ae80686157f61f,receipts@bolt.eu,Total charged parsed from email
2025-12-04,Bolt,5.3,EUR,,Your Bolt ride on Thursday,19aeb157603e9d35,19aeb157603e9d35,https://mail.google.com/mail/u/0/#inbox/19aeb157603e9d35,receipts-latvia@bolt.eu,Ride receipt — total parsed from email
2025-12-04,Bolt,13.6,EUR,,Your Bolt ride on Thursday,19aeb9a07657acd1,19aeb157603e9d35,https://mail.google.com/mail/u/0/#inbox/19aeb157603e9d35,receipts-latvia@bolt.eu,Total parsed from email body
2025-12-05,Bolt,2.55,EUR,LV1325-1623938,Your Bolt Drive ride with Toyota Corolla Touring on Friday,19aed6c49119b2c8,19aed6c49119b2c8,https://mail.google.com/mail/u/0/#inbox/19aed6c49119b2c8,receipts@bolt.eu,Parsed total from email body (Total charged)
2025-12-06,Bolt,19.6,EUR,,Your Bolt ride on Saturday,19af1c7793284479,19af1c7793284479,https://mail.google.com/mail/u/0/#inbox/19af1c7793284479,receipts-latvia@bolt.eu,Ride receipt — total extracted from email
2025-12-07,ARMS,412.61,EUR,41780355,[AUTOMATED] - Payment Confirmed at ARMS Portal for Utilities,19af99d552d16c7b,19af99d552d16c7b,https://mail.google.com/mail/u/0/#inbox/19af99d552d16c7b,noreply@arms.com.mt,Payment confirmed; Payment ID 14851881
2025-12-08,Bolt,7.7,EUR,LV1325-1639268,Your Bolt Drive ride with VW T-Cross on Monday,19afcc97fdea33a1,19afcc97fdea33a1,https://mail.google.com/mail/u/0/#inbox/19afcc97fdea33a1,receipts@bolt.eu,Parsed total ('Total charged') from email body
2025-12-08,Bolt,8.26,EUR,LV1325-1642639,Your Bolt Drive ride with Toyota Yaris on Monday,19afee4351462386,19afee4351462386,https://mail.google.com/mail/u/0/#inbox/19afee4351462386,receipts@bolt.eu,Total charged found in email; PDF invoice available.
2025-12-09,Bolt,6.58,EUR,LV1325-1644639,Your Bolt Drive ride with Toyota Yaris on Tuesday,19b01eb48e3ca2b5,19b01eb48e3ca2b5,https://mail.google.com/mail/u/0/#inbox/19b01eb48e3ca2b5,receipts@bolt.eu,Bolt ride — total charged 6.58 EUR on 2025-12-09
2025-12-09,CityBee,2.99,EUR,5680463,"CityBee trip on 2025 December 09, 5680463",19b044947a3e53f3,19b044947a3e53f3,https://mail.google.com/mail/u/0/#inbox/19b044947a3e53f3,info@citybee.lv,Total parsed from email body
2025-12-09,Bolt,8.1,EUR,,Your Bolt ride on Tuesday,19b052a95d6dcfea,19b052a95d6dcfea,https://mail.google.com/mail/u/0/#inbox/19b052a95d6dcfea,receipts-latvia@bolt.eu,Total parsed from email body
2025-12-11,Carguru,3.63,EUR,11122287252,Your Carguru trip,19b0c34dd721c963,19b0c34dd721c963,https://mail.google.com/mail/u/0/#inbox/19b0c34dd721c963,noreply@carguru.lv,Parsed from PDF OCR
2025-12-11,Bolt,14.5,EUR,,Your Bolt ride on Thursday,19b0fd69c8f55bc2,19b0fd69c8f55bc2,https://mail.google.com/mail/u/0/#inbox/19b0fd69c8f55bc2,receipts-latvia@bolt.eu,Total from email; no invoice_no
2025-12-12,Bolt,2.75,EUR,LV1325-1662087,Your Bolt Drive ride with VW Tiguan on Friday,19b116ac0f784866,19b116ac0f784866,https://mail.google.com/mail/u/0/#inbox/19b116ac0f784866,receipts@bolt.eu,Parsed from email body
2025-12-12,Bolt,2.55,EUR,LV1325-1666817,Your Bolt Drive ride with VW T-Cross on Friday,19b13bfa6af83205,19b13bfa6af83205,https://mail.google.com/mail/u/0/#inbox/19b13bfa6af83205,receipts@bolt.eu,Total charged parsed from email; invoice PDF link present
2025-12-12,Bolt,5.7,EUR,,Your Bolt ride on Friday,19b14318ffa08528,19b14318ffa08528,https://mail.google.com/mail/u/0/#inbox/19b14318ffa08528,receipts-latvia@bolt.eu,Parsed total from email body
2025-12-13,Bolt,23.2,EUR,,Your Bolt ride on Saturday,19b15a6dbb341015,19b15a6dbb341015,https://mail.google.com/mail/u/0/#inbox/19b15a6dbb341015,receipts-latvia@bolt.eu,Parsed total from email (Total charged)
2025-12-14,Bolt,12.5,EUR,,Your Bolt ride on Sunday,19b1d086818c624a,19b1d086818c624a,https://mail.google.com/mail/u/0/#inbox/19b1d086818c624a,receipts-latvia@bolt.eu,Total charged parsed from email body.
2025-12-15,Bolt,4.88,EUR,LV1325-1680777,Your Bolt Drive ride with VW T-Cross on Monday,19b2234008a751b8,19b2234008a751b8,https://mail.google.com/mail/u/0/#inbox/19b2234008a751b8,receipts@bolt.eu,Total charged from email (Apple Pay)
2025-12-15,Bolt,4.5,EUR,LV1325-1681646,Your Bolt Drive ride with VW Tiguan on Monday,19b22af02bf71e15,19b22af02bf71e15,https://mail.google.com/mail/u/0/#inbox/19b22af02bf71e15,receipts@bolt.eu,Total charged parsed from email
2025-12-15,Apple,39.49,EUR,738063284834,Your invoice from Apple.,19b247e033e321f5,19b247e033e321f5,https://mail.google.com/mail/u/0/#inbox/19b247e033e321f5,email.apple.com,Simply Piano Family Plan subscription renewal; VAT 21%
2025-12-17,OpenAI,5.91,USD,,Your OpenAI API account has been funded,19b2bfd57381856b,19b2bfd57381856b,https://mail.google.com/mail/u/0/#inbox/19b2bfd57381856b,billing@tm1.openai.com,Charged $5.91 to card ending 2308 to fund API credits.
2025-12-17,Bolt,1.11,EUR,LV1225-3619548,Your Bolt Scooter ride on Wednesday,19b2d5182102ecf6,19b2d5182102ecf6,https://mail.google.com/mail/u/0/#inbox/19b2d5182102ecf6,receipts@bolt.eu,Parsed total from email body
2025-12-19,Bolt,22.8,EUR,,Your Bolt ride on Friday,19b379e93d2d8675,19b379e93d2d8675,https://mail.google.com/mail/u/0/#inbox/19b379e93d2d8675,receipts-latvia@bolt.eu,Parsed total from email ('Total charged')
2025-12-19,LyraBet,100,EUR,20128965,Deposit Confirmed – EUR 100.00,19b37eaa7e98bd7b,19b37eaa7e98bd7b,https://mail.google.com/mail/u/0/#inbox/19b37eaa7e98bd7b,support@lyrabet.com,Deposit processed (Transaction ID 20128965)
2025-12-19,Bolt,12.9,EUR,,Your Bolt ride on Friday,19b381dd6e9f5768,19b379e93d2d8675,https://mail.google.com/mail/u/0/#inbox/19b379e93d2d8675,receipts-latvia@bolt.eu,Total parsed from email body
2025-12-20,Bolt,11,EUR,,Your Bolt ride on Saturday,19b3aaade1a75b08,19b3aaade1a75b08,https://mail.google.com/mail/u/0/#inbox/19b3aaade1a75b08,receipts-latvia@bolt.eu,Parsed total from email body (Total charged)
2025-12-20,Silvertree,74.95,EUR,13522,Jūsu silvertree.lv pasūtījums ir saņemts!,19b3be631daee006,19b3be631daee006,https://mail.google.com/mail/u/0/#inbox/19b3be631daee006,info@silvertree.lv,Order confirmation — total parsed from email body.
2025-12-21,,74.95,EUR,,[Silvertree] Rēķins un cita informācija,19b4012bc8227769,19b4012bc8227769,https://mail.google.com/mail/u/0/#inbox/19b4012bc8227769,info@silvertree.lv,Parsed from PDF OCR
2025-12-21,,74.95,EUR,,Čeks,19b4209b5af48f49,19b4209b5af48f49,https://mail.google.com/mail/u/0/#inbox/19b4209b5af48f49,info@silvertree.lv,Parsed from PDF OCR
2025-12-22,Apple,9.99,EUR,834066141596,Your invoice from Apple.,19b47c6bec27dbfa,19b47c6bec27dbfa,https://mail.google.com/mail/u/0/#inbox/19b47c6bec27dbfa,no_reply@email.apple.com,Parsed total from email body.
2025-12-23,n8n,29.04,EUR,74546241-153188986,Your n8n receipt,19b48fa04c9ebb5a,19b48fa04c9ebb5a,https://mail.google.com/mail/u/0/#inbox/19b48fa04c9ebb5a,help@paddle.com,Subscription receipt via Paddle; Amount Paid €29.04
2025-12-25,Bolt,16.9,EUR,,Your Bolt ride on Thursday,19b555433dba0c3d,19b555433dba0c3d,https://mail.google.com/mail/u/0/#inbox/19b555433dba0c3d,receipts-latvia@bolt.eu,Ride receipt — Total charged 16.90 EUR (Apple Pay)
2025-12-25,Apple,22.99,EUR,770067662514,Your invoice from Apple.,19b55ed0471a9ed4,19b55ed0471a9ed4,https://mail.google.com/mail/u/0/#inbox/19b55ed0471a9ed4,no_reply@email.apple.com,Total parsed from email body
2025-12-26,Bolt,18.4,EUR,,Your Bolt ride on Friday,19b5aeed65ae7c19,19b5aeed65ae7c19,https://mail.google.com/mail/u/0/#inbox/19b5aeed65ae7c19,receipts-latvia@bolt.eu,Total charged parsed from email
2025-12-26,Apple,2.99,EUR,678067898126,Your invoice from Apple.,19b5b0487211f1dd,19b5b0487211f1dd,https://mail.google.com/mail/u/0/#inbox/19b5b0487211f1dd,email.apple.com,iCloud+ 200 GB renewal receipt
2025-12-26,Bolt,8.87,EUR,LV1325-1738040,Your Bolt Drive ride with Toyota Yaris Cross on Friday,19b5ba526dd60e6a,19b5ba526dd60e6a,https://mail.google.com/mail/u/0/#inbox/19b5ba526dd60e6a,receipts@bolt.eu,Parsed total from email; no attachments
2025-12-26,Bolt,7.4,EUR,,Your Bolt ride on Friday,19b5c7d3d3c11905,19b5aeed65ae7c19,https://mail.google.com/mail/u/0/#inbox/19b5aeed65ae7c19,receipts-latvia@bolt.eu,Total parsed from email; no invoice number
2025-12-27,Bolt,25.5,EUR,,Your Bolt ride on Saturday,19b608f96e05fa5b,19b608f96e05fa5b,https://mail.google.com/mail/u/0/#inbox/19b608f96e05fa5b,receipts-latvia@bolt.eu,Total charged parsed from email body; no invoice_no
2025-12-27,Bolt,21.2,EUR,,Your Bolt ride on Saturday,19b6160fbace63bc,19b608f96e05fa5b,https://mail.google.com/mail/u/0/#inbox/19b608f96e05fa5b,receipts-latvia@bolt.eu,Total charged parsed from email; no invoice number
2025-12-27,Apple,6.99,EUR,766068845867,Your invoice from Apple.,19b64b446c264f2d,19b64b446c264f2d,https://mail.google.com/mail/u/0/#inbox/19b64b446c264f2d,email.apple.com,Apple Arcade subscription
2025-12-30,Bolt,10.4,EUR,,Your Bolt ride on Tuesday,19b6fe9eb0650755,19b6fe9eb0650755,https://mail.google.com/mail/u/0/#inbox/19b6fe9eb0650755,receipts-latvia@bolt.eu,Parsed total from email; no invoice number
2025-12-30,Bolt,10.3,EUR,,Your Bolt ride on Tuesday,19b706ca2059e04b,19b6fe9eb0650755,https://mail.google.com/mail/u/0/#inbox/19b6fe9eb0650755,receipts-latvia@bolt.eu,Total parsed from email header
2025-12-31,Apple,22.99,EUR,828070253143,Your invoice from Apple.,19b7599a3a08b363,19b7599a3a08b363,https://mail.google.com/mail/u/0/#inbox/19b7599a3a08b363,no_reply@email.apple.com,ChatGPT Plus monthly subscription; VAT 21%
2025-12-31,Apple,3.99,EUR,722070664481,Your invoice from Apple.,19b79caa0d49470f,19b79caa0d49470f,https://mail.google.com/mail/u/0/#inbox/19b79caa0d49470f,no_reply@email.apple.com,Apple subscription - Marketplace Pass Trial (Monthly)
,Google Invoice,,EUR,Account,Google Cloud Platform & APIs: Your invoice is available for 0120FA-84C9BC-6B6C27,19b7ab8429348c64,19b7ab8429348c64,https://mail.google.com/mail/u/0/#inbox/19b7ab8429348c64,payments-noreply@google.com,Parsed from PDF OCR
2026-01-02,Arlo,12.99,EUR,VFAG00000010657866,Your invoice from Arlo,19b7d92d0510709c,19b7d92d0510709c,https://mail.google.com/mail/u/0/#inbox/19b7d92d0510709c,noreply@arlo.com,Total parsed from email HTML.
2026-01-03,Invoice,21.18,EUR,23841925,Pirkuma apstiprinājums 4881428928,19b83c5eae6ab2d8,19b83c5eae6ab2d8,https://mail.google.com/mail/u/0/#inbox/19b83c5eae6ab2d8,biletes@kase.apollokino.lv,Parsed from PDF OCR
,Invoice,26.99,EUR,23844434,Purchase Confirmation 4902585467,19b85074b883760f,19b85074b883760f,https://mail.google.com/mail/u/0/#inbox/19b85074b883760f,receipt.aklv@apolloclub.email,Parsed from PDF OCR
,Invoice,11.48,EUR,23845037,Purchase Confirmation 4610312049,19b85897d1cb0676,19b85897d1cb0676,https://mail.google.com/mail/u/0/#inbox/19b85897d1cb0676,receipt.aklv@apolloclub.email,Parsed from PDF OCR
2026-01-05,Expensify,0,EUR,,[Expense Report Q4 2025] €0.00 expense,19b8ec3127a406e1,19b8ec3127a406e1,https://mail.google.com/mail/u/0/#inbox/19b8ec3127a406e1,concierge@expensify.com,Amount parsed from subject; original message: receipt couldn't be scanned.
2026-01-07,Bolt,8.6,EUR,,Delivery from Bolt Food,19b989b9279c9bcb,19b989b9279c9bcb,https://mail.google.com/mail/u/0/#inbox/19b989b9279c9bcb,latvia-food@bolt.eu,Parsed total from email body.
2026-01-22,Apple,3.49,EUR,,Your Subscription is Expiring,19b98dddb403db4b,19b98dddb403db4b,https://mail.google.com/mail/u/0/#inbox/19b98dddb403db4b,no_reply@email.apple.com,Subscription expiring; €3.49/year
2026-01-07,Apple,22.99,EUR,,Your Subscription is Confirmed,19b9988b52af522e,19b9988b52af522e,https://mail.google.com/mail/u/0/#inbox/19b9988b52af522e,no_reply@email.apple.com,Subscription confirmed (Vibecode) — monthly
2026-01-07,Vibecode,22.99,EUR,668073953251,Your invoice from Apple.,19b9bfd19c0d4abe,19b9bfd19c0d4abe,https://mail.google.com/mail/u/0/#inbox/19b9bfd19c0d4abe,no_reply@email.apple.com,Monthly subscription via App Store; total found in email.
1225-67-48,,12.2,EUR,Nr.,"SIA ""Mārupes komunālie pakalpojumi"" rēķins par 2025.g. decembri",19ba1d8af545cd11,19ba1d8af545cd11,https://mail.google.com/mail/u/0/#inbox/19ba1d8af545cd11,horizon@lv.visma.com,Parsed from PDF OCR
2026-01-08,Apple,39.49,EUR,716074570705,Your invoice from Apple.,19ba34a12f05ba5c,19ba34a12f05ba5c,https://mail.google.com/mail/u/0/#inbox/19ba34a12f05ba5c,no_reply@email.apple.com,Subscription renewal receipt; VAT 21%
2026-01-10,Bolt,12.5,EUR,,Your Bolt ride on Saturday,19ba75062290b37e,19ba75062290b37e,https://mail.google.com/mail/u/0/#inbox/19ba75062290b37e,receipts-latvia@bolt.eu,Bolt ride receipt
2026-01-16,Etsy,6,GBP,3945404480,Etsy Order confirmation for: £6.00 from: ebbhead (3945404480),19bc7bd97c79a9d9,19bc7bd97c79a9d9,https://mail.google.com/mail/u/0/#inbox/19bc7bd97c79a9d9,transaction@etsy.com,"Order total £6.00; digital item, paid via Etsy Payments"
2026-01-17,Etsy,2.5,GBP,3946055746,Etsy Order confirmation for: £2.50 from: mauricemctiz (3946055746),19bcacab5b03eb0f,19bcacab5b03eb0f,https://mail.google.com/mail/u/0/#inbox/19bcacab5b03eb0f,transaction@etsy.com,Order confirmation (digital item); order total £2.50
2026-01-17,Bolt,9.54,EUR,LV1326-78323,Your Bolt Drive ride with VW T-Cross on Saturday,19bcd1bf612a06fd,19bcd1bf612a06fd,https://mail.google.com/mail/u/0/#inbox/19bcd1bf612a06fd,receipts@bolt.eu,"Parsed total 9,54 € from email; invoice link present"
2026-01-17,Apple,9.99,EUR,,You have got less than 10% of your iCloud storage left.,19bcd2c8069f3832,19bcd2c8069f3832,https://mail.google.com/mail/u/0/#inbox/19bcd2c8069f3832,noreply@email.apple.com,"iCloud storage upsell — €9,99/month mentioned in email."
2026-01-18,Apple,99,USD,MC45143632,Your Apple invoice #MC45143632,19bd11b95cbe777a,19bd11b95cbe777a,https://mail.google.com/mail/u/0/#inbox/19bd11b95cbe777a,donotreply@email.apple.com,Final total 'Total USD 99.00' found in HTML invoice
2026-01-18,Audible,0,USD,D01-4260279-8342621,"Thanks, your order is complete",19bd234da1b9d793,19bd234da1b9d793,https://mail.google.com/mail/u/0/#inbox/19bd234da1b9d793,audible.com,Order confirmation — total paid $0.00; 1 credit used
2026-01-19,Apple,-39.49,EUR,760079456713,Your invoice from Apple.,19bd811d6a42dfa3,19bd811d6a42dfa3,https://mail.google.com/mail/u/0/#inbox/19bd811d6a42dfa3,no_reply@email.apple.com,Credit note (refund); VAT 21%
2026-01-20,Etsy,12,GBP,3949437090,Etsy Order confirmation for: £12.00 from: gtonfcakraeymqbt (3949437090),19bdbefcd805be10,19bdbefcd805be10,https://mail.google.com/mail/u/0/#inbox/19bdbefcd805be10,transaction@etsy.com,Order total parsed from email
2026-01-22,Wolt,19.47,EUR,6971f45ad7bfdfffcad31091,Purchase receipt,19be56072a44f14b,19be56072a44f14b,https://mail.google.com/mail/u/0/#inbox/19be56072a44f14b,info@wolt.com,Parsed total from email; venue Tower Cafe
2026-01-22,Etsy,14,GBP,3956617329,Etsy Order confirmation for: £14.00 from: qp34tqo10woj66ax (3956617329),19be6f21fd9d4525,19be6f21fd9d4525,https://mail.google.com/mail/u/0/#inbox/19be6f21fd9d4525,transaction@etsy.com,Order total parsed from email (includes £1.50 sales tax)
2026-01-23,n8n,29.04,EUR,74546241-155191930,Your n8n receipt,19be897488ddf61c,19be897488ddf61c,https://mail.google.com/mail/u/0/#inbox/19be897488ddf61c,help@paddle.com,Subscription receipt via Paddle
2026-01-22,Apple,9.99,EUR,730080616474,Your invoice from Apple.,19beac3f746154cc,19beac3f746154cc,https://mail.google.com/mail/u/0/#inbox/19beac3f746154cc,no_reply@email.apple.com,Invoice date 2026-01-22; Order MQKWYSKY53
2026-01-24,Invoice,29.32,EUR,23901424,Pirkuma apstiprinājums 4006749552,19bef51d901bf8cb,19bef51d901bf8cb,https://mail.google.com/mail/u/0/#inbox/19bef51d901bf8cb,biletes@kase.apollokino.lv,Parsed from PDF OCR
2026-01-25,Apple,28.49,EUR,672082097420,Your invoice from Apple.,19bf61c469ab2028,19bf61c469ab2028,https://mail.google.com/mail/u/0/#inbox/19bf61c469ab2028,no_reply@email.apple.com,Subscription renewal - Simply Piano monthly
2026-01-26,Etsy,10,GBP,3955199064,Etsy Order confirmation for: £10.00 from: 69pzkg8v0wkhcjgs (3955199064),19bfa9e3b560c995,19bfa9e3b560c995,https://mail.google.com/mail/u/0/#inbox/19bfa9e3b560c995,transaction@etsy.com,Order total parsed from email
